5.000,30.000
1630639447378251264.000,24.130
1630639452387694592.000,24.190
1630639457396976896.000,24.180
1630639462406439168.000,24.180
1630639467415735808.000,24.190
1630639472425235712.000,24.200
1630639477434685696.000,24.210
1630639482444201984.000,24.210
1630639487452578304.000,24.200
1630639492462008064.000,24.190
1630639497471399936.000,24.180
1630639502480847360.000,24.160
1630639507490258176.000,24.130
1630639512499542016.000,24.100
1630639517507146496.000,24.070
1630639522516553472.000,24.020
1630639527525937664.000,23.970
1630639532535466240.000,23.910
1630639537544949248.000,23.860
1630639542554436608.000,23.810
1630639547563933696.000,23.770
1630639552571829248.000,23.720
1630639557581337344.000,23.670
1630639562590835456.000,23.630
1630639567600307712.000,23.580
1630639572609799168.000,23.530
1630639577619316736.000,23.470
1630639582628854272.000,23.420
1630639587638295552.000,23.370
1630639592647703552.000,23.340
1630639597657151488.000,23.300
1630639602666529024.000,23.270
1630639607676002560.000,23.240
1630639612685494784.000,23.220
1630639617694884864.000,23.190
1630639622704426752.000,23.160
1630639627712755200.000,23.120
1630639632722245376.000,23.070
1630639637731575808.000,23.030
1630639642739326464.000,23.000
1630639647748664576.000,22.970
1630639652757981184.000,22.940
1630639657767329280.000,22.910
1630639662776787968.000,22.880
1630639667786146816.000,22.860
1630639672795592704.000,22.840
1630639677804946688.000,22.830
1630639682814415616.000,22.820
1630639687823776000.000,22.810
1630639692833286144.000,22.810
1630639697842666240.000,22.790
1630639702851956736.000,22.780
1630639707859403008.000,22.770
1630639712868900352.000,22.760
1630639717878416896.000,22.740
1630639722887872256.000,22.740
1630639727895135232.000,22.740
1630639732904729088.000,22.740
1630639737914061056.000,22.730
1630639742923462656.000,22.720
1630639747932885504.000,22.700
1630639752942159872.000,22.680
1630639757951286784.000,22.680
1630639762960988672.000,22.670
1630639767970912256.000,22.650
1630639772980278016.000,22.640
1630639777989744384.000,22.630
1630639782999151360.000,22.630
1630639788008473344.000,22.630
1630639793017872896.000,22.630
1630639798023225344.000,22.620
1630639803032562432.000,22.620
1630639808039788544.000,22.600
1630639813049053440.000,22.590
1630639818058359808.000,22.570
1630639823067676160.000,22.570
1630639828075231232.000,22.560
1630639833084657920.000,22.550
1630639838093993216.000,22.540
1630639843102777600.000,22.520
1630639848112244736.000,22.510
1630639853121606656.000,22.500
1630639858131028480.000,22.500
1630639863140473600.000,22.490
1630639868149817856.000,22.490
1630639873157082880.000,22.490
1630639878166532096.000,22.500
1630639883175849728.000,22.500
1630639888185108736.000,22.500
1630639893194355968.000,22.510
1630639898203691264.000,22.520
1630639903213111040.000,22.530
1630639908222432512.000,22.540
1630639913227840768.000,22.540
1630639918237193728.000,22.540
1630639923243308544.000,22.540
1630639928248137472.000,22.540
1630639933257443328.000,22.540
1630639938266768896.000,22.540
1630639943276185856.000,22.540
1630639948282180608.000,22.540
1630639953291623168.000,22.530
1630639958300868608.000,22.500
1630639963310355456.000,22.480
1630639968319767296.000,22.460
1630639973329225216.000,22.450
1630639978338679552.000,22.440
1630639983348084992.000,22.430
1630639988357372416.000,22.420
1630639993366821120.000,22.420
1630639998376086528.000,22.430
1630640003385565440.000,22.430
1630640008394810880.000,22.440
1630640013404059392.000,22.440
1630640018413351424.000,22.440
1630640023422716672.000,22.440
1630640028432187648.000,22.450
1630640033441673472.000,22.460
1630640038451126272.000,22.470
1630640043460477696.000,22.480
1630640048469824512.000,22.470
1630640053479353344.000,22.450
1630640058488682496.000,22.440
1630640063493899776.000,22.430
1630640068503333120.000,22.410
1630640073512758272.000,22.400
1630640078522043392.000,22.380
1630640083531454720.000,22.370
1630640088540729344.000,22.350
1630640093548986368.000,22.340
1630640098558261504.000,22.320
1630640103567639296.000,22.310
1630640108576926208.000,22.300
1630640113586296576.000,22.300
1630640118595801344.000,22.290
1630640123605248256.000,22.290
1630640128614673152.000,22.310
1630640133622127360.000,22.330
1630640138631575808.000,22.350
1630640143640843264.000,22.360
1630640148648973568.000,22.350
1630640153654343680.000,22.350
1630640158659423488.000,22.360
1630640163664882944.000,22.370
1630640168670086400.000,22.380
1630640173675266816.000,22.390
1630640178680805120.000,22.400
1630640183685918976.000,22.400
1630640188691361280.000,22.420
1630640193696764160.000,22.430
1630640198701877760.000,22.440
1630640203707196160.000,22.440
1630640208716183296.000,22.430
1630640213725469440.000,22.400
1630640218734862592.000,22.390
1630640223744180992.000,22.390
1630640228753648384.000,22.390
1630640233762950144.000,22.400
1630640238772418304.000,22.400
1630640243781841152.000,22.390
1630640248791357440.000,22.390
1630640253800789248.000,22.400
1630640258810210560.000,22.410
1630640263819264000.000,22.420
1630640268828602880.000,22.420
1630640273837940224.000,22.430
1630640278844466944.000,22.410
1630640283853855232.000,22.420
1630640288863224064.000,22.420
1630640293872673280.000,22.430
1630640298881998336.000,22.440
1630640303891017216.000,22.450
1630640308895625472.000,22.460
1630640313904939264.000,22.460
1630640318914387712.000,22.450
1630640323923700736.000,22.430
1630640328932935424.000,22.420
1630640333942378240.000,22.420
1630640338951879936.000,22.400
1630640343961303808.000,22.390
1630640348970789376.000,22.370
1630640353980057600.000,22.350
1630640358989410816.000,22.340
1630640363994733312.000,22.330
1630640369004110592.000,22.320
1630640374013337344.000,22.310
1630640379022926592.000,22.310
1630640384032443648.000,22.320
1630640389041907712.000,22.330
1630640394051362048.000,22.330
1630640399060808448.000,22.340
1630640404070308352.000,22.340
1630640409079688192.000,22.350
1630640414089090304.000,22.360
1630640419098354688.000,22.360
1630640424107769344.000,22.360
1630640429117226752.000,22.370
1630640434125943040.000,22.370
1630640439135392256.000,22.360
1630640444144684800.000,22.350
1630640449153943296.000,22.350
1630640454163238912.000,22.340
1630640459170086400.000,22.330
1630640464179379456.000,22.300
1630640469188802304.000,22.290
1630640474198064128.000,22.270
1630640479207543296.000,22.230
1630640484215352320.000,22.210
1630640489224815360.000,22.190
1630640494234086656.000,22.170
1630640499243518720.000,22.160
1630640504252846592.000,22.150
1630640509262291712.000,22.140
1630640514271543552.000,22.130
1630640519280832256.000,22.120
1630640524290308352.000,22.110
1630640529299740160.000,22.100
1630640534309166080.000,22.090
1630640539318470656.000,22.070
1630640544327991552.000,22.060
1630640549337429248.000,22.040
1630640554346665472.000,22.040
1630640559356094464.000,22.060
1630640564365439744.000,22.080
1630640569373248000.000,22.090
1630640574382722560.000,22.110
1630640579392027136.000,22.120
1630640584401352448.000,22.120
1630640589410750208.000,22.120
1630640594419412736.000,22.110
1630640599428847360.000,22.110
1630640604438331392.000,22.110
1630640609447774208.000,22.120
1630640614456921344.000,22.130
1630640619466401024.000,22.140
1630640624475350784.000,22.150
1630640629484842496.000,22.160
1630640634490650112.000,22.160
1630640639500092672.000,22.170
1630640644509365760.000,22.180
1630640649518866944.000,22.190
1630640654528163328.000,22.210
1630640659537596928.000,22.220
1630640664547005184.000,22.240
1630640669552196352.000,22.230
1630640674561464320.000,22.220
1630640679570949888.000,22.210
1630640684580303360.000,22.200
1630640689589771008.000,22.200
1630640694595414784.000,22.190
1630640699604808704.000,22.180
1630640704612433664.000,22.180
1630640709621912320.000,22.170
1630640714631409664.000,22.170
1630640719640825600.000,22.170
1630640724650149632.000,22.170
1630640729659576064.000,22.160
1630640734669074176.000,22.150
1630640739678406144.000,22.150
1630640744687741696.000,22.140
1630640749697161216.000,22.130
1630640754706510848.000,22.120
1630640759715882752.000,22.120
1630640764722095104.000,22.130
1630640769731373568.000,22.140
1630640774740810752.000,22.140
1630640779747494400.000,22.150
1630640784756473344.000,22.150
1630640789765837312.000,22.150
1630640794774327040.000,22.160
1630640799783627264.000,22.150
1630640804793085952.000,22.160
1630640809799908864.000,22.180
1630640814809302784.000,22.190
1630640819815174144.000,22.190
1630640824824468992.000,22.200
1630640829833914624.000,22.200
1630640834843286272.000,22.190
1630640839852649984.000,22.190
1630640844862081280.000,22.190
1630640849871503360.000,22.190
1630640854880743424.000,22.200
1630640859890139136.000,22.190
1630640864899413248.000,22.190
1630640869908840448.000,22.190
1630640874918226176.000,22.190
1630640879927636992.000,22.200
1630640884936863232.000,22.200
1630640889941856768.000,22.210
1630640894951133184.000,22.220
1630640899959277312.000,22.240
1630640904968565760.000,22.250
1630640909977961216.000,22.270
1630640914983348480.000,22.270
1630640919991200512.000,22.250
1630640924999238144.000,22.240
1630640930007235840.000,22.240
1630640935015282944.000,22.230
1630640940023278848.000,22.230
1630640945031338496.000,22.230
1630640950039403776.000,22.230
1630640955047455744.000,22.230
1630640960056874752.000,22.240
1630640965066316544.000,22.250
1630640970075550720.000,22.240
1630640975084931584.000,22.230
1630640980094244096.000,22.220
1630640985103752704.000,22.220
1630640990111177728.000,22.220
1630640995120626432.000,22.220
1630641000127205120.000,22.210
1630641005136602112.000,22.200
1630641010145997824.000,22.190
1630641015155227648.000,22.180
1630641020163052288.000,22.180
1630641025172322816.000,22.170
1630641030181636352.000,22.170
1630641035190919680.000,22.170
1630641040200235520.000,22.170
1630641045209678080.000,22.170
1630641050219107328.000,22.170
1630641055228537088.000,22.180
1630641060237908480.000,22.190
1630641065247235840.000,22.200
1630641070256541952.000,22.210
1630641075265817600.000,22.200
1630641080275286784.000,22.190
1630641085282094848.000,22.180
1630641090291487232.000,22.170
1630641095299431424.000,22.170
1630641100308834816.000,22.190
1630641105318246144.000,22.200
1630641110327679488.000,22.200
1630641115337036800.000,22.210
1630641120346509824.000,22.220
1630641125355436800.000,22.220
1630641130360432640.000,22.220
1630641135370155008.000,22.220
1630641140379521280.000,22.220
1630641145388811776.000,22.220
1630641150398150400.000,22.200
1630641155407709696.000,22.190
1630641160417048576.000,22.180
1630641165423594240.000,22.180
1630641170432868096.000,22.170
1630641175442325248.000,22.160
1630641180451449088.000,22.140
1630641185461390336.000,22.140
1630641190470676480.000,22.150
1630641195479977472.000,22.170
1630641200487625472.000,22.180
1630641205497118976.000,22.190
1630641210506403072.000,22.190
1630641215515392000.000,22.190
1630641220524666624.000,22.170
1630641225534031104.000,22.150
1630641230539893248.000,22.140
1630641235549289728.000,22.130
1630641240558727424.000,22.120
