0.000,0.000,1.000,1.000,0.000
1630129462135925248.000,27.120,995.920,55.217,-1.000
1630129463141535744.000,27.140,995.940,55.228,4106.944
1630129464146948352.000,27.170,995.960,55.204,6964.223
1630129465152304640.000,27.200,995.940,55.157,10571.785
1630129466157796608.000,27.220,995.930,55.066,14331.438
1630129467163135744.000,27.250,995.950,54.995,18350.632
1630129468168674816.000,27.270,995.970,54.956,22227.146
1630129469173962752.000,27.280,995.960,54.892,25875.140
1630129470179448064.000,27.280,995.940,54.809,29354.083
1630129471184898560.000,27.290,995.970,54.706,32646.074
1630129472190426880.000,27.290,995.960,54.617,35674.472
1630129473195720448.000,27.280,995.940,54.536,38421.139
1630129474201294080.000,27.280,995.950,54.466,40855.195
1630129475206623488.000,27.280,995.960,54.416,43347.881
1630129476212013056.000,27.280,995.970,54.371,45316.086
1630129477217416960.000,27.270,995.970,54.346,47176.156
1630129478222145536.000,27.270,995.970,54.315,49026.420
1630129479227452160.000,27.270,995.980,54.309,50934.647
1630129480232926720.000,27.260,995.930,54.292,52730.496
1630129481238443776.000,27.260,995.940,54.255,54162.747
1630129482244020480.000,27.260,995.950,54.228,55490.534
1630129483249321984.000,27.260,995.950,54.209,56846.448
1630129484254898176.000,27.260,995.950,54.216,58229.773
1630129485259570688.000,27.260,995.940,54.234,59301.771
1630129486264969728.000,27.250,995.950,54.222,60588.802
1630129487270262528.000,27.250,995.950,54.203,61614.000
1630129488275784192.000,27.250,995.950,54.185,62674.489
1630129489281194240.000,27.250,995.960,54.191,63869.390
1630129490286481664.000,27.250,995.960,54.203,64808.435
1630129491291653888.000,27.250,995.960,54.203,65620.896
1630129492297392384.000,27.260,995.950,54.209,66453.985
1630129493303199232.000,27.260,995.950,54.216,67416.862
1630129494308984832.000,27.260,995.950,54.216,68240.835
1630129495314515200.000,27.260,995.950,54.234,69028.258
1630129496319943680.000,27.260,995.940,54.242,69892.344
1630129497325534720.000,27.260,995.950,54.197,70421.258
1630129498330962176.000,27.260,995.940,54.191,71320.797
1630129499336528384.000,27.260,995.950,54.154,71687.081
1630129500343066880.000,27.260,995.950,54.127,72431.052
1630129501348944384.000,27.260,995.960,54.121,72872.210
1630129502354190592.000,27.260,995.960,54.108,73641.115
1630129503359629312.000,27.250,995.970,54.083,74162.797
1630129504364955392.000,27.240,995.950,54.050,74892.297
1630129505369932800.000,27.220,995.950,54.002,75364.044
1630129506375493376.000,27.200,995.950,53.960,75841.771
1630129507380908800.000,27.190,995.970,53.908,76464.964
1630129508386233088.000,27.180,995.970,53.890,77169.524
1630129509391649024.000,27.170,995.980,53.848,77383.431
1630129510397001728.000,27.160,995.970,53.861,77670.492
1630129511402391040.000,27.150,995.980,53.889,78397.548
1630129512407694080.000,27.150,995.980,53.914,78397.548
1630129513413164032.000,27.150,995.990,53.932,78766.205
1630129514418525184.000,27.140,995.970,53.942,79213.195
1630129515423906304.000,27.140,995.970,53.967,79817.135
