0.000,0.000,0.000,0.000,0.000
1.000,25.370,993.370,61.630,41135.846
2.000,25.370,993.360,61.740,10043.383
3.000,25.370,993.350,61.779,10170.469
4.000,25.370,993.370,61.858,10240.241
5.000,25.370,993.360,61.909,10300.812
6.000,25.380,993.340,61.900,10321.162
7.000,25.380,993.360,61.951,10321.162
8.000,25.380,993.380,62.030,10280.542
9.000,25.380,993.390,62.094,10362.104
10.000,25.380,993.370,62.154,10362.104
11.000,25.380,993.380,62.199,10351.838
12.000,25.380,993.370,62.231,10351.838
13.000,25.390,993.370,62.225,10413.741
14.000,25.390,993.360,62.225,10413.741
15.000,25.400,993.360,62.274,10424.130
16.000,25.410,993.330,62.249,10403.372
17.000,25.420,993.310,62.287,10434.540
18.000,25.410,993.300,62.379,10455.422
19.000,25.410,993.300,62.392,10444.970
20.000,25.410,993.310,62.341,10476.388
21.000,25.410,993.300,62.386,10497.438
22.000,25.400,993.310,62.452,10507.995
23.000,25.390,993.280,62.492,10550.436
24.000,25.390,993.280,62.460,10593.221
25.000,25.390,993.290,62.421,10603.972
26.000,25.390,993.280,62.466,10647.193
27.000,25.390,993.270,62.505,10658.053
28.000,25.390,993.260,62.486,10690.768
29.000,25.400,993.260,62.446,10701.717
30.000,25.400,993.260,62.484,10723.684
31.000,25.400,993.300,62.491,10723.684
32.000,25.400,993.290,62.510,10756.803
33.000,25.400,993.290,62.529,10745.741
34.000,25.400,993.270,62.634,10778.997
35.000,25.400,993.280,62.679,10812.459
36.000,25.390,993.290,62.753,10812.459
37.000,25.390,993.310,62.696,10868.694
38.000,25.390,993.330,62.740,10823.660
39.000,25.390,993.330,62.740,10880.012
40.000,25.400,993.360,62.746,10846.130
41.000,25.410,993.350,62.688,10880.012
42.000,25.420,993.350,62.694,10868.694
43.000,25.430,993.390,62.710,10868.694
44.000,25.430,993.380,62.757,10868.694
45.000,25.430,993.390,62.783,10902.717
46.000,25.430,993.390,62.796,10902.717
47.000,25.430,993.390,62.809,10959.897
48.000,25.430,993.390,62.822,10925.517
49.000,25.440,993.410,62.783,10971.405
50.000,25.450,993.400,62.767,10982.938
51.000,25.460,993.400,62.754,11029.310
52.000,25.460,993.410,62.728,10994.494
53.000,25.470,993.400,62.759,10982.938
54.000,25.480,993.430,62.739,10994.494
55.000,25.500,993.430,62.754,11029.310
56.000,25.500,993.430,62.767,11040.965
57.000,25.500,993.430,62.859,11064.348
58.000,25.500,993.420,62.913,11064.348
59.000,25.490,993.440,62.946,11087.830
60.000,25.490,993.450,62.993,11111.412
